,filename,measure,current_chord,next_chord,current_position,next_position
7091,120,1.0,Am,F,x.0.2.2.1.0,1.3.3.2.1.1
7092,120,0.5,G,Am,3.2.0.0.0.3,x.0.2.2.1.0
7094,120,1.5,F,C,1.3.3.2.1.1,x.3.2.0.1.0
7095,120,3.0,F,C,x.x.3.2.1.1,x.3.2.0.1.0
7096,120,2.5,G,F,3.2.0.0.0.3,x.x.3.2.1.1
7098,120,3.5,C,C,x.3.2.0.1.0,x.3.2.0.1.0
7113,120,12.0,Am,G,x.0.2.2.1.0,3.2.0.0.0.3
7114,120,11.5,C,Am,x.3.2.0.1.0,x.0.2.2.1.0
7116,120,12.5,G,F,3.2.0.0.0.3,1.3.3.2.1.1
7212,121,0.0,G,C,3.5.x.x.x.x,x.x.x.9.8.8
7213,121,0.5,C,F,x.3.5.5.5.x,x.x.7.5.6.x
7214,121,2.0,C,C,x.3.5.5.5.x,x.3.5.5.5.x
7215,121,1.5,F,C,x.x.7.5.6.x,x.3.5.5.5.x
7216,121,3.0,Eb,Ebsus4,x.6.8.8.8.x,x.6.8.8.9.x
7217,121,2.5,Eb,Eb,x.6.8.8.8.x,x.6.8.8.8.x
7218,121,4.0,Csus4,C,x.3.5.5.6.x,x.3.5.5.5.x
7219,121,3.5,C,Csus4,x.3.5.5.5.x,x.3.5.5.6.x
7220,121,5.0,Bb,Ab,6.8.8.7.x.x,4.6.6.5.4.4
7221,121,4.5,Ab,Bb,4.6.6.5.4.4,6.8.8.7.x.x
7225,121,6.5,Eb,C,x.6.8.8.8.x,x.3.5.5.5.x
7227,121,10.5,F,C,1.3.3.2.1.1,x.3.5.5.5.x
7228,121,13.5,Bb,C,x.1.3.3.3.x,x.3.5.5.5.x
7229,121,14.5,C,G,x.3.5.5.5.x,3.5.5.4.3.3
7230,121,24.0,Ebsus4,Eb,x.6.8.8.9.x,x.6.8.8.8.x
7234,121,26.0,Bb,Ab,x.1.3.3.3.x,4.6.6.5.4.4
7235,121,25.5,Ab,Bb,4.6.6.5.4.4,x.1.3.3.3.x
7253,121,50.0,Bb,C,6.8.8.7.x.x,x.3.5.5.5.x
7260,121,95.5,G,C,3.5.5.4.3.3,x.3.5.5.5.x
7262,122,17.0,A5,G5,x.x.7.9.x.x,x.x.5.7.x.x
7263,122,17.5,G5,F#5(#5),x.x.5.7.x.x,x.x.4.7.x.x
7264,122,26.0,D,E,x.0.0.2.3.x,x.2.2.4.x.x
7265,122,25.5,A7sus2,D,x.0.7.0.0.0,x.0.0.2.3.x
7266,122,26.5,F,A5,x.3.3.5.x.x,x.0.2.2.x.x
7270,122,62.5,E,A5,x.2.2.4.x.x,x.0.2.2.x.x
7274,123,1.0,E,A,x.7.9.9.9.x,x.0.2.2.2.x
7275,123,1.5,C#m,B,x.4.6.6.5.x,x.2.4.4.4.x
7277,123,2.5,B,E,x.2.4.4.4.x,x.7.9.9.9.x
7278,123,4.0,B,A,x.2.4.4.4.x,x.0.2.2.2.x
7281,123,4.5,E,E,x.7.9.9.9.x,x.7.9.9.9.x
7287,123,9.0,E,D#m,x.7.9.9.9.x,x.6.8.8.7.x
7289,123,10.0,A,B,x.0.2.2.2.x,x.2.4.4.4.x
7290,123,9.5,C#m,A,x.4.6.6.5.x,x.0.2.2.2.x
7329,123,42.0,A,B,x.x.7.6.5.0,x.2.4.4.4.x
7330,123,41.5,C#m,A,x.4.6.6.5.x,x.x.7.6.5.0
7374,123,81.0,A,C#m,x.0.2.2.2.x,x.4.6.6.5.x
7387,124,1.0,E5,D5,0.2.2.x.x.x,x.x.0.2.3.x
7389,124,1.5,A5,E5,x.0.2.2.x.x,0.2.2.x.x.x
7395,124,28.5,A5,A5,x.0.2.2.x.x,x.0.2.2.x.x
7396,124,29.5,A5,D/F#,x.0.2.2.x.x,x.x.4.2.3.x
7397,124,30.5,D/F#,A5,x.x.4.2.3.x,x.0.2.2.x.x
7399,124,32.5,D/F#,B5,x.x.4.2.3.x,x.2.4.4.x.x
7400,124,33.5,B5,E5,x.2.4.4.x.x,0.2.2.x.x.x
7401,124,34.5,E5,B5,0.2.2.x.x.x,x.2.4.4.x.x
7402,124,35.5,B5,D5,x.2.4.4.x.x,x.x.0.2.3.x
7404,124,36.5,D5,E5,x.x.0.2.3.x,0.2.2.x.x.x
7407,124,39.0,D5,A5,x.x.0.2.3.x,x.0.2.2.x.x
7408,124,38.5,A5,D5,x.0.2.2.x.x,x.x.0.2.3.x
7415,124,56.0,E,D5,0.2.2.1.x.x,x.x.0.2.3.x
7416,124,55.5,A5,E,x.0.2.2.x.x,0.2.2.1.x.x
7423,124,77.5,D5,D5,x.x.0.2.3.x,x.x.0.2.3.x
7427,124,85.5,G,A5,3.2.0.0.x.x,x.0.2.2.x.x
7432,124,90.5,B5,E,x.2.4.4.x.x,x.7.9.9.9.x
7433,124,91.5,E,B5,x.7.9.9.9.x,x.2.4.4.x.x
7439,124,134.5,A,E5,x.0.2.2.2.x,0.2.2.x.x.x
7478,125,3.5,B5,A5,7.9.x.x.x.x,5.7.x.x.x.x
7479,125,5.0,E5,A5,0.2.x.x.x.x,x.0.2.x.x.x
7480,125,4.5,A5,E5,5.7.x.x.x.x,0.2.x.x.x.x
7481,125,5.5,A#5,B5,x.1.3.x.x.x,x.2.4.4.x.x
7482,125,8.5,E5,E5,0.2.x.x.x.x,0.2.x.x.x.x
7486,125,12.5,A5,A5,x.0.2.x.x.x,x.0.2.x.x.x
7489,125,15.5,A5,E5,x.0.2.x.x.x,0.2.x.x.x.x
7498,125,32.5,B5,A5,x.2.4.4.x.x,x.0.2.x.x.x
7500,125,35.0,A5,A#5,x.0.2.x.x.x,x.1.3.x.x.x
7502,125,35.5,B5,E5,x.2.4.4.x.x,0.2.x.x.x.x
7506,125,43.5,E5,B5,0.2.x.x.x.x,x.2.4.4.x.x
7511,125,47.5,B5,E5,7.9.x.x.x.x,0.2.x.x.x.x
7533,125,95.0,A5,A#5,5.7.x.x.x.x,x.1.3.x.x.x
7534,125,94.5,E5,A5,0.2.x.x.x.x,5.7.x.x.x.x
7537,125,99.5,F5,E5,1.3.x.x.x.x,0.2.x.x.x.x
7538,126,32.0,Asus4,A,x.0.2.2.3.0,x.0.2.2.2.0
7539,126,31.5,Em7,Asus4,0.2.2.0.3.0,x.0.2.2.3.0
7540,126,32.5,A,G5,x.0.2.2.2.0,3.x.0.0.3.3
7541,126,34.0,G,D/F#,3.2.0.0.0.3,2.x.0.2.3.2
7542,126,33.5,G5,G,3.x.0.0.3.3,3.2.0.0.0.3
7545,126,64.0,Bm,A,x.2.4.4.3.x,x.0.2.2.2.0
7546,126,63.5,A,Bm,x.0.2.2.2.0,x.2.4.4.3.x
7547,126,65.0,G,D/F#,3.5.5.4.x.x,2.0.0.2.3.x
7548,126,64.5,A,G,x.0.2.2.2.0,3.5.5.4.x.x
7549,126,65.5,D/F#,Asus4,2.0.0.2.3.x,x.0.2.2.3.x
7550,126,66.5,Asus4,A,x.0.2.2.3.x,x.0.2.2.2.0
7551,126,98.5,Csus2,G/B,x.3.x.0.3.3,x.2.0.0.3.3
7552,127,0.5,A,Bm7,x.0.2.2.2.5,x.2.4.2.3.5
7553,127,1.5,Bm7,A,x.2.4.2.3.5,x.0.2.2.2.5
7556,127,4.5,A,Dmaj7,x.0.2.2.2.5,x.x.0.2.2.2
7557,127,5.5,Dmaj7,C#7,x.x.0.2.2.2,x.4.3.4.2.x
7558,127,6.5,C#7,Cmaj7,x.4.3.4.2.x,x.3.2.0.0.x
7559,127,7.5,Cmaj7,B7,x.3.2.0.0.x,x.2.1.2.0.x
7560,127,9.0,Fmaj7,E7,1.x.x.2.1.0,0.2.0.1.3.0
7561,127,8.5,B7,Fmaj7,x.2.1.2.0.x,1.x.x.2.1.0
7562,127,9.5,E7,Ebmaj7,0.2.0.1.3.0,x.6.5.3.3.3
7563,127,10.5,Ebmaj7,D7,x.6.5.3.3.3,x.5.4.5.3.x
7564,127,12.0,Gm,C7,3.1.0.3.x.x,x.3.2.3.1.x
7565,127,11.5,D7,Gm,x.5.4.5.3.x,3.1.0.3.x.x
7566,127,12.5,C7,F13,x.3.2.3.1.x,1.3.1.2.3.1
7567,127,15.0,Cm,F7,x.3.5.5.4.3,x.x.3.5.4.5
7568,127,15.5,F7,Bbmaj7,x.x.3.5.4.5,x.1.3.2.3.1
7569,127,17.0,Abmaj13,G7,4.x.3.0.1.x,3.x.3.0.0.x
7570,127,16.5,Bbmaj7,Abmaj13,x.1.3.2.3.1,4.x.3.0.1.x
7571,127,17.5,G7,Cm7,3.x.3.0.0.x,8.10.8.8.8.8
7573,127,18.5,Cm7,Cm,8.10.8.8.8.8,x.3.5.5.4.3
7577,127,22.0,Bm7,E9,x.2.4.2.3.2,0.2.0.1.0.2
7578,127,21.5,G7,Bm7,3.x.3.0.0.x,x.2.4.2.3.2
7587,127,31.5,B7,Gm,x.2.1.2.0.x,3.1.0.3.x.x
7591,127,37.0,Abmaj13,G7sus4,4.x.3.0.1.x,3.x.3.0.1.x
7593,127,37.5,G7,F#maj7,3.x.3.0.0.x,2.x.3.3.2.x
7594,127,38.5,F#maj7,F7,2.x.3.3.2.x,1.3.1.2.1.1
7595,127,40.0,Cm11,Cm7,x.3.5.3.6.3,x.3.5.3.4.6
7596,127,39.5,F7,Cm11,1.3.1.2.1.1,x.3.5.3.6.3
7597,127,40.5,F7,Bbmaj7,1.3.1.2.1.1,x.1.3.2.3.1
7600,127,43.0,Cm7,F7sus4,x.3.5.3.4.3,x.x.3.5.4.6
7601,127,42.5,G7,Cm7,3.x.3.0.0.x,x.3.5.3.4.3
7603,127,43.5,F13,Cm11,1.x.1.2.3.3,x.3.5.3.6.3
7612,127,50.0,Ab6,G7,4.x.3.5.x.x,3.x.3.4.x.x
7613,127,49.5,Bbmaj7,Ab6,x.1.3.2.3.1,4.x.3.5.x.x
7614,127,51.0,F#maj7,F7,2.x.3.3.x.x,1.3.1.2.1.1
7615,127,50.5,G7,F#maj7,3.x.3.4.x.x,2.x.3.3.x.x
7616,128,1.0,Bb5,A5,6.8.8.x.x.x,5.7.7.x.x.x
7617,128,0.5,A5,Bb5,5.7.7.x.x.x,6.8.8.x.x.x
7618,128,2.0,D5,A5,10.12.12.x.x.x,5.7.7.x.x.x
7619,128,1.5,A5,D5,5.7.7.x.x.x,10.12.12.x.x.x
7622,128,4.0,F5,A5,1.3.3.x.x.x,5.7.7.x.x.x
7623,128,3.5,A5,F5,5.7.7.x.x.x,1.3.3.x.x.x
7628,128,7.0,Bb5,F5,6.8.8.x.x.x,1.3.3.x.x.x
7631,128,7.5,F5,D5,1.3.3.x.x.x,10.12.12.x.x.x
7726,128,64.5,D5,Bb5,10.12.12.x.x.x,6.8.8.x.x.x
7755,129,2.5,A7(b5),D7(b9),5.x.5.6.4.x,x.5.4.5.4.x
7756,129,4.0,D7,F#dim7,x.5.4.5.3.x,2.x.1.2.1.x
7757,129,3.5,D7(b9),D7,x.5.4.5.4.x,x.5.4.5.3.x
7758,129,4.5,F#dim7,Gm,2.x.1.2.1.x,3.5.5.3.3.x
7759,129,5.5,Gm,G7(b13),3.5.5.3.3.x,3.x.3.4.4.x
7760,129,6.5,G7(b13),Cm9,3.x.3.4.4.x,x.3.1.3.3.x
7761,129,9.5,Am7(b5),D7,5.x.5.5.4.x,x.5.4.5.3.x
7762,129,10.5,D7,Gm11,x.5.4.5.3.x,3.x.3.3.1.x
7771,129,22.5,Gm11,Gm11,3.x.3.3.1.x,3.x.3.3.1.x
7772,129,24.0,Bb/Eb,D7(b9),x.6.3.3.3.x,x.5.4.5.4.x
7773,129,23.5,Gm11,Bb/Eb,3.x.3.3.1.x,x.6.3.3.3.x
7774,129,25.0,Gm11,Cm9,3.x.3.3.1.x,x.3.1.3.3.x
7775,129,24.5,D7(b9),Gm11,x.5.4.5.4.x,3.x.3.3.1.x
7776,129,25.5,F7(b13),Bbmaj7,1.x.1.2.2.x,x.1.3.2.3.x
7777,129,27.0,Am7(b5),D7(b9),5.x.5.5.4.x,x.5.4.5.4.x
7778,129,26.5,Bbmaj7,Am7(b5),x.1.3.2.3.x,5.x.5.5.4.x
7779,129,27.5,D7(b9),Gm7,x.5.4.5.4.x,3.x.3.3.3.x
7780,129,28.5,Gm7,Eb7),3.x.3.3.3.x,x.6.5.6.4.x
7781,129,30.0,D7(#9),D7,x.5.4.5.6.x,x.5.4.5.3.x
7782,129,29.5,Eb7),D7(#9),x.6.5.6.4.x,x.5.4.5.6.x
7783,130,1.5,E,Aadd9/E,0.2.2.1.0.0,0.7.7.6.0.0
7784,130,2.5,Aadd9/E,B/E,0.7.7.6.0.0,0.9.9.8.0.0
7786,130,3.5,B/E,E,0.9.9.8.0.0,0.2.2.1.0.0
7787,130,5.0,B/E,Aadd9/E,0.9.9.8.0.0,0.7.7.6.0.0
7790,130,5.5,Aadd9/E,E,0.7.7.6.0.0,0.2.2.1.0.0
7957,131,0.0,Bbsus2,F/A#,x.1.3.3.1.1,x.1.3.2.1.1
7958,131,0.5,F/A#,Gm7 (11),x.1.3.2.1.1,3.x.3.3.1.1
7959,131,1.5,Gm7 (11),F,3.x.3.3.1.1,1.3.3.2.1.1
7960,131,2.5,F,Ebsus2,1.3.3.2.1.1,x.6.8.8.6.6
7961,131,15.5,Bbsus2,Gm7 (11),x.1.3.3.1.1,3.x.3.3.1.1
7967,131,25.5,Ebsus2,Bbsus2,x.6.8.8.6.6,x.1.3.3.1.1
7971,132,16.5,F#5,B,2.4.4.x.x.x,7.9.9.8.7.7
7972,132,17.5,B,F#m,7.9.9.8.7.7,2.4.4.2.2.2
7973,132,18.5,F#m,B,2.4.4.2.2.2,7.9.9.8.7.7
7977,132,22.5,F#m,A,2.4.4.2.2.2,5.7.7.6.5.5
7978,132,26.0,C#m,B,x.x.x.9.9.9,x.x.x.8.7.7
7979,132,25.5,E,C#m,x.x.14.13.12.12,x.x.x.9.9.9
7980,132,26.5,G#m,F#m,x.x.x.13.12.11,x.x.x.11.10.9
7981,132,27.5,F#m,B,x.x.x.11.10.9,x.x.x.16.16.14
7982,132,28.5,B,E,x.x.x.16.16.14,x.x.14.13.12.12
7992,132,39.5,F#m,B,2.4.4.2.2.2,x.x.x.16.16.14
7993,133,0.5,A,Bm,x.0.2.2.2.x,x.2.4.4.3.x
7994,133,1.5,Bm,C#m,x.2.4.4.3.x,x.4.6.6.5.x
7995,133,3.0,D,D,x.5.7.7.7.x,x.5.7.7.7.x
7996,133,2.5,C#m,D,x.4.6.6.5.x,x.5.7.7.7.x
7997,133,3.5,Bm,A,x.2.4.4.3.x,x.0.2.2.2.x
8016,133,19.5,D,A,x.5.7.7.7.x,x.0.2.2.2.x
8020,133,23.5,D,C#m,x.5.7.7.7.x,x.4.6.6.5.x
8021,133,24.5,C#m,Bm,x.4.6.6.5.x,x.2.4.4.3.x
8072,133,71.5,D,E,x.5.7.7.7.x,x.7.9.9.9.x
8073,133,72.5,E,F#m,x.7.9.9.9.x,x.9.11.11.10.x
8074,133,73.5,F#m,E,x.9.11.11.10.x,x.7.9.9.9.x
8075,133,75.0,F#m,F#m7,x.9.11.11.10.x,x.9.11.9.10.12
8079,133,77.5,F#m,D,x.9.11.11.10.x,x.5.7.7.7.x
8081,133,79.5,E,A,x.7.9.9.9.x,x.0.2.2.2.x
8110,134,0.0,C,F,x.3.2.0.1.0,1.3.3.2.1.1
8111,134,0.5,F,F/G,1.3.3.2.1.1,3.x.3.2.1.x
8112,134,1.5,F/G,G7(no5),3.x.3.2.1.x,3.x.3.0.0.x
8114,134,2.5,G7(no5),C,3.x.3.0.0.x,x.3.2.0.1.0
8125,134,12.0,F,C,1.3.3.2.1.1,x.3.2.0.1.0
8126,134,11.5,G7(no5),F,3.x.3.0.0.x,1.3.3.2.1.1
8128,134,12.5,C,G7(no5),x.3.2.0.1.0,3.x.3.0.0.x
8211,134,80.5,F,G7(no5),1.3.3.2.1.1,3.x.3.0.0.x
8212,135,5.5,C#m7,Bsus4,x.4.6.6.0.0,x.2.4.4.0.0
8213,135,6.5,Bsus4,C#m7,x.2.4.4.0.0,x.4.6.6.0.0
8215,135,8.5,Bsus4,Asus2,x.2.4.4.0.0,x.0.2.2.0.0
8216,135,9.5,Asus2,Bsus4,x.0.2.2.0.0,x.2.4.4.0.0
8229,136,49.5,D5,A5,x.5.7.7.x.x,x.0.2.2.x.x
8230,136,50.5,A5,G5,x.0.2.2.x.x,3.5.5.x.x.x
8231,136,51.5,G5,E5,3.5.5.x.x.x,0.2.2.x.x.x
8232,136,52.5,E5,C5/G,0.2.2.x.x.x,3.3.5.x.x.x
8233,136,53.5,C5/G,A5,3.3.5.x.x.x,x.0.2.2.x.x
8260,136,111.5,G5,A5,3.5.5.x.x.x,x.0.2.2.x.x
8261,136,113.0,C5,B5,x.3.5.5.x.x,x.2.4.4.x.x
8262,136,112.5,A5,C5,x.0.2.2.x.x,x.3.5.5.x.x
8263,136,115.0,C5,E5,x.3.5.5.x.x,0.2.2.x.x.x
8264,136,116.0,B5,E5,x.2.4.4.x.x,0.2.2.x.x.x
8265,136,115.5,E5,B5,0.2.2.x.x.x,x.2.4.4.x.x
8268,136,121.0,B5,Bb5,7.9.9.x.x.x,6.8.8.x.x.x
8272,136,134.0,F#5,A5,2.4.4.x.x.x,5.7.7.x.x.x
8273,136,133.5,Bb5,F#5,6.8.8.x.x.x,2.4.4.x.x.x
8275,136,134.5,A5,F#5,5.7.7.x.x.x,2.4.4.x.x.x
8278,136,137.0,A5,B5,5.7.7.x.x.x,7.9.9.x.x.x
8279,136,136.5,A5,A5,5.7.7.x.x.x,5.7.7.x.x.x
8280,136,138.0,C#5,A5,9.11.11.x.x.x,5.7.7.x.x.x
8281,136,137.5,B5,C#5,7.9.9.x.x.x,9.11.11.x.x.x
8282,136,138.5,B5,D5,7.9.9.x.x.x,10.12.12.x.x.x
8283,136,139.5,D5,D5,10.12.12.x.x.x,10.12.12.x.x.x
8284,136,158.0,E5,F#5,0.2.2.x.x.x,2.4.4.x.x.x
8285,136,158.5,F#5,G5,2.4.4.x.x.x,3.5.5.x.x.x
8286,136,160.0,C5,D5,x.3.5.5.x.x,x.5.7.7.x.x
8287,136,159.5,G5,C5,3.5.5.x.x.x,x.3.5.5.x.x
8288,136,161.0,A5,E5,x.0.2.2.x.x,0.2.2.x.x.x
8289,136,160.5,C5,A5,x.3.5.5.x.x,x.0.2.2.x.x
8293,136,167.0,C5,E5,8.10.10.x.x.x,0.2.2.x.x.x
8294,136,168.0,B5,E5,7.9.9.x.x.x,0.2.2.x.x.x
8295,136,167.5,E5,B5,0.2.2.x.x.x,7.9.9.x.x.x
8300,136,185.0,B5,A5,7.9.9.x.x.x,5.7.7.x.x.x
8302,136,185.5,E5,A5,0.2.2.x.x.x,5.7.7.x.x.x
8308,136,188.5,G5,A5,3.5.5.x.x.x,5.7.7.x.x.x
8309,136,199.0,A5,A#5,x.0.2.2.x.x,x.1.3.3.x.x
8314,136,221.5,E5,C5,0.2.2.x.x.x,8.10.10.x.x.x
8317,136,223.5,B5,C5,7.9.9.x.x.x,8.10.10.x.x.x
8319,136,226.0,C5,B5,8.10.10.x.x.x,7.9.9.x.x.x
8321,136,227.0,G5,F#5,3.5.5.x.x.x,2.4.4.x.x.x
8322,136,226.5,E5/B,G5,7.7.9.9.x.x,3.5.5.x.x.x
8327,136,230.0,D5/A,F#5,5.5.7.7.x.x,2.4.4.x.x.x
8328,136,229.5,E5,D5/A,0.2.2.x.x.x,5.5.7.7.x.x
8329,136,231.0,D5/A,C#5/G#,5.5.x.x.x.x,4.4.x.x.x.x
8330,136,230.5,F#5,D5/A,2.4.4.x.x.x,5.5.x.x.x.x
8331,136,232.0,D5/A,F#5,5.5.x.x.x.x,2.4.4.x.x.x
8332,136,231.5,C5/G,D5/A,3.3.x.x.x.x,5.5.x.x.x.x
8336,136,233.5,C5/G,C5,3.3.x.x.x.x,x.3.5.5.x.x
8338,136,234.5,E5/B,G5,x.2.2.4.x.x,3.5.5.x.x.x
8339,136,237.0,F5,E5,1.3.3.x.x.x,0.2.2.x.x.x
8340,137,0.5,C,Csus2/B,x.3.2.0.1.0,x.2.0.0.1.0
8341,137,1.5,Csus2/B,Am7,x.2.0.0.1.0,x.0.2.0.1.0
8342,137,3.0,Csus2/F,Gsus4,1.x.0.0.1.x,3.x.0.0.1.x
8343,137,2.5,Am7,Csus2/F,x.0.2.0.1.0,1.x.0.0.1.x
8344,137,3.5,Gsus4,C,3.x.0.0.1.x,x.3.2.0.1.0
8363,137,19.5,Csus2/F,C,1.x.0.0.1.x,x.3.2.0.1.0
8364,137,20.5,C,Cadd9/B,x.3.2.0.1.0,x.2.0.0.1.0
8365,137,21.5,Cadd9/B,Am7,x.2.0.0.1.0,x.0.2.0.1.0
8366,137,22.5,Am7,F7Msus2,x.0.2.0.1.0,1.3.3.0.1.0
8367,137,23.5,F7Msus2,C,1.3.3.0.1.0,x.3.2.0.1.0
8398,137,51.5,F7Msus2,Am,1.3.3.0.1.0,x.0.2.2.1.0
8399,137,52.5,Am,F,x.0.2.2.1.0,1.3.3.2.1.1
8400,137,53.5,F,G,1.3.3.2.1.1,3.2.0.0.3.3
8401,137,54.5,G,Em,3.2.0.0.3.3,0.2.2.0.0.0
8402,137,55.5,Em,Am,0.2.2.0.0.0,x.0.2.2.1.0
8406,137,59.5,Em,C,0.2.2.0.0.0,x.3.2.0.1.0
8438,137,91.0,F7Msus2,Fsus2,1.3.3.0.1.0,1.x.3.0.1.3
8440,138,5.0,Gsus2/A,D/A,x.0.0.0.3.3,x.0.0.2.3.2
8441,138,6.0,D/A,A5,x.0.0.2.3.2,x.0.2.x.x.x
8444,138,6.5,A5,Gsus2/A,x.0.2.x.x.x,x.0.0.0.3.3
8445,138,8.0,D/A,D/A,x.0.0.2.3.2,x.0.0.2.3.2
8448,138,8.5,D/A,Gsus2/A,x.0.0.2.3.2,x.0.0.0.3.3
8487,138,29.0,C5,G5,x.3.5.5.x.x,3.5.5.x.x.x
8488,138,28.5,A5,C5,x.0.2.x.x.x,x.3.5.5.x.x
8489,138,31.0,G5,C5,3.5.5.x.x.x,x.3.5.5.x.x
8490,138,33.0,D5,A5,x.5.7.7.x.x,5.7.7.x.x.x
8491,138,37.0,A5,G,x.0.2.2.x.x,3.2.0.0.3.3
8492,138,37.5,G,D5/A,3.2.0.0.3.3,x.0.0.2.3.x
8510,138,57.0,D5,G,x.5.7.7.x.x,3.5.5.4.3.3
8511,138,56.5,A5,D5,x.0.2.x.x.x,x.5.7.7.x.x
8512,138,59.0,G,C5,3.5.5.4.3.3,x.3.5.5.x.x
8520,138,89.0,G,D/A,3.2.0.0.3.3,x.0.0.2.3.2
8523,138,90.5,D/A,G,x.0.0.2.3.2,3.2.0.0.3.3
8531,138,97.0,D5,G5,x.5.7.7.x.x,3.5.5.x.x.x
8532,138,96.5,D/A,D5,x.0.0.2.3.2,x.5.7.7.x.x
8533,138,99.0,G5,D5,3.5.5.x.x.x,x.5.7.7.x.x
8535,138,105.5,A5,D5/A,x.0.2.2.x.x,x.0.0.2.3.x
8564,138,175.5,D5/A,G,x.0.0.2.3.x,3.2.0.0.3.3
8569,138,180.5,G,A5,3.2.0.0.3.3,x.0.2.2.x.x
8570,139,15.5,Dm7M,Dm7M,x.x.0.10.10.9,x.x.0.10.10.9
8571,139,16.5,Dm7M,G/D,x.x.0.10.10.9,x.x.0.7.8.7
8572,139,17.5,G/D,G/D,x.x.0.7.8.7,x.x.0.7.8.7
8573,139,18.5,G/D,Dsus2,x.x.0.7.8.7,x.x.0.7.5.5
8574,139,40.0,Dsus2,A/C#,x.x.0.2.3.0,x.x.x.2.2.0
8575,139,39.5,Dsus2,Dsus2,x.x.0.7.5.5,x.x.0.2.3.0
8576,139,96.0,Dsus2,Dsus2/C#,x.x.0.2.3.0,x.4.x.2.3.0
8578,139,117.5,Esus2/D,Esus2/D,x.x.0.9.7.7,x.x.0.9.7.7
8579,139,118.5,Esus2/D,Dm7M,x.x.0.9.7.7,x.x.0.10.10.9
8583,140,29.0,A5,E5,x.0.2.2.x.x,0.2.2.x.x.x
8591,140,67.0,G5,A5,3.x.0.0.x.x,x.0.2.x.x.x
8592,140,66.5,E5,G5,0.2.2.x.x.x,3.x.0.0.x.x
8593,140,70.0,E5,G5,0.2.x.x.x.x,3.x.0.0.x.x
8594,140,72.0,E5,A5,0.2.x.x.x.x,x.0.2.x.x.x
8596,140,74.5,A5,E5,x.0.2.x.x.x,0.2.x.x.x.x
8597,140,75.5,E5,A,0.2.x.x.x.x,x.0.2.2.2.0
8606,140,94.0,G5,A5,3.x.0.0.x.x,x.0.2.2.x.x
8608,141,0.5,Em,Am11,x.7.9.x.8.x,x.0.5.5.3.x
8609,141,1.5,Am11,D7,x.0.5.5.3.x,x.x.0.5.7.5
8610,141,2.5,D7,G,x.x.0.5.7.5,3.x.x.x.0.x
8611,141,4.0,Em,Em7,0.x.2.0.0.x,x.x.0.0.0.x
8612,141,3.5,G,Em,3.x.x.x.0.x,0.x.2.0.0.x
8613,141,5.0,Em/C#,Aadd9/C#,x.4.x.0.0.0,x.4.x.4.5.5
8614,141,4.5,Em7,Em/C#,x.x.0.0.0.x,x.4.x.0.0.0
8615,141,6.0,Dsus4,D,x.x.0.2.3.3,x.x.0.2.3.2
8616,141,5.5,Aadd9/C#,Dsus4,x.4.x.4.5.5,x.x.0.2.3.3
8617,141,6.5,D,C,x.x.0.2.3.2,x.3.2.0.x.0
8618,141,8.0,Gmaj7,Cadd9,3.x.4.0.3.x,x.3.2.0.3.x
8619,141,7.5,C,Gmaj7,x.3.2.0.x.0,3.x.4.0.3.x
8620,141,9.0,C,Cmaj7,x.3.2.0.1.x,x.3.2.0.0.x
8621,141,8.5,Cadd9,C,x.3.2.0.3.x,x.3.2.0.1.x
8622,141,9.5,Cmaj7,F,x.3.2.0.0.x,1.3.3.2.x.x
8623,141,12.5,Esus4,E7,0.2.2.2.0.x,0.2.0.1.0.0
8624,141,13.5,E7,Am,0.2.0.1.0.0,x.0.2.2.1.0
8625,141,15.0,D,D7,x.x.0.2.3.0,x.x.0.5.3.x
8626,141,14.5,Am,D,x.0.2.2.1.0,x.x.0.2.3.0
8627,141,15.5,D7,Gmaj7,x.x.0.5.3.x,3.x.4.0.3.0
8628,141,16.5,Gmaj7,C,3.x.4.0.3.0,x.3.2.0.1.0
8629,141,20.5,Em,Em9,0.x.x.4.x.3,0.2.4.0.x.x
8630,141,22.0,Am7,Am7,x.0.2.0.1.3,x.0.2.0.1.0
8631,141,21.5,Em9,Am7,0.2.4.0.x.x,x.0.2.0.1.3
8632,141,22.5,Am7,D//F#,x.0.2.0.1.0,2.x.x.2.1.x
8633,141,23.5,D//F#,Gmaj7,2.x.x.2.1.x,3.x.4.0.3.x
8634,141,24.5,Gmaj7,B7,3.x.4.0.3.x,x.2.4.2.4.x
8635,141,42.0,D,G,x.x.0.2.3.2,3.x.0.0.3.x
8636,141,41.5,Am7,D,x.0.2.0.x.0,x.x.0.2.3.2
8637,141,45.5,A,D,x.7.x.6.x.5,x.x.0.2.3.2
8639,142,1.0,C,F,x.3.2.0.x.x,x.3.3.2.x.x
8641,142,1.5,F,C,x.3.3.2.x.x,x.3.2.0.x.x
8650,142,6.5,F,Bb5,x.3.3.2.x.x,x.1.3.3.x.x
8651,142,7.5,Bb5,Bb5,x.1.3.3.x.x,x.1.3.3.x.x
8652,142,9.0,G5,C5,3.5.5.x.x.x,x.3.5.5.x.x
8653,142,8.5,Bb5,G5,x.1.3.3.x.x,3.5.5.x.x.x
8654,142,10.0,Bb5,F,x.1.3.3.x.x,x.3.3.2.x.x
8655,142,9.5,C5,Bb5,x.3.5.5.x.x,x.1.3.3.x.x
